,BOOK_NAME,ABSTRACT,URL
101,How to Find a Counselor,"Life isn't quite working as well as you'd like. You finally decide that you need to talk with someone.

This brief guide, written by counselor Peggy Haymes, covers common questions such as How do I find a counselor, How do I pay for it, What's the differences between coaches and counselors and How long will it last?",https://www.smashwords.com/books/view/176615
102,Easy Memory Improvement Tips and Techniques for All Ages,"This book consists of easy-to-use tips and techniques that anyone can use to improve their memory. The book describes how your memory works, gives tips for remembering names, and talks about how to handle ""blocking"" (when you can't remember something and have that feeling that it's on the tip of your tongue).",https://www.smashwords.com/books/view/144854
103,There Are Easy Ways To Help Your Mental And Emotional Health,"Your mental and emotional health is just as important as your physical health. When you stop to think about it, your emotional and mental state have a lot to do with your overall health.",https://www.smashwords.com/books/view/144010
104,Dora's Essentials - Examining Anxiety (What's Normal & What's Not?),"What happens when you worry too much? Are you having an anxiety disorder or is worrying normal? How does anxiety affect you and your loved ones? A three part eBook that focuses on these questions and more. 

Part 1. Are you really having an anxiety disorder?
Part 2. Simple techniques to keep your panic attacks from getting the best of you
Part 3. The less addictive road to curing panic attacks",https://www.smashwords.com/books/view/122619
105,Procera AVH Memory and Brain Enhancer Supplement,The Procera AVH cognitive supplement unveiled by Brain Research Labs is definitely an awesome development in the domain of naturally rejuvenating maximal brain health. The procera avh brain enhancer has undergone numerous medical testing and has demonstrated to be entirely effectual in all case reviews.,https://www.smashwords.com/books/view/118438
106,SCREEN Therapy - How To Cure Multiple Emotions,"Cure emotions fast. Patients with emotional problems may not need psychology, psychiatry or
counselling! No waffle - just a One Page book of condensed therapy knowledge to help improve lives.
Simply read or do in a coffee break. About 75% success for sadness, grief, loss, lonely, trauma, anger,
annoyed, terror, fear, hate and so on. Cheap, quick, effective.",https://www.smashwords.com/books/view/112725
107,Treating Depression: A Balanced Approach,"In this project, case vignettes are used to expose the true nature of depression. Several treatment avenues are described as well. The aim of the book is to point out the path towards healing and wellness that always exists within us as our true Self.",https://www.smashwords.com/books/view/103393
108,Overcoming Depression: A Vignette,A compelling vignette discussing depression and its treatments from a balanced perspective.,https://www.smashwords.com/books/view/103055
109,Dipping into a darkened soul,"A brief look into one man's thoughts on depression, and the paths that have led him to where he stands today.",https://www.smashwords.com/books/view/95028
110,"Healthy Heart, Healthy Mind","A book to inspire mums with depression, mental health issues and mums wanting to get healthy.",https://www.smashwords.com/books/view/86911
111,How NOT to Worry: 5 Simple Tools for Trying Times,"The author of THE FORGIVENESS BOOK and HOW TO BE SPIRITUAL WITHOUT BEING RELIGIOUS  brings a spiritual perspective to the end of worry. In five concise steps, D. Patrick Miller helps readers reorganize their thought patterns so that they can deal with stress and pressure in the most creative and effective ways possible.",https://www.smashwords.com/books/view/84763
112,PTSD: A Fifteen Minute Guide to Combat Related Post-Traumatic Stress Disorder,"A plain language, easy-to-read book about combat related PTSD (post-traumatic stress disorder) to help veterans and loved ones get familiar with this often difficult subject.  It quickly covers what combat PTSD is, what it ""looks"" like, how PTSD changes the brain, treatment options, where to get help, & where to find more info & support.",https://www.smashwords.com/books/view/66542
113,How to be Happy (No Fairy Dust or Moonbeams Required),"Discover the secrets to true, lasting happiness

You can build the life you want and be truly, genuinely happy on a daily basis. It’s not a trick or a scam, it’s not a bunch of silly nonsense you tell yourself and try to believe, and it’s not outside your power. It’s real, and it’s a gift you can give yourself. Get this book and make it happen.",https://www.smashwords.com/books/view/54916
114,修身養性,修身養性,https://www.smashwords.com/books/view/41291
115,Maase Shehaya,Esta obra nos presenta una serie de narraciones en donde nos da a conocer la vida y obra de los mas destacados guías espirituales y grande sabios que ha habido en el pueblo de Israel.,https://www.smashwords.com/books/view/29853
116,Is Your Frog Boiling? Ten Signs That Your Life May Be Spinning Out of Control and What You Can Do About It,"Legend says that if you drop a frog into boiling water it will immediately jump out, but if you place a frog into a container of room temperature water and raise the heat, the frog will stay put until it boils to death. 


Do you ever feel like the frog whose water is slowly getting hotter? Get out of the water! Learn the symptoms of “Boiling Frog Syndrome” and how to prevent them!",https://www.smashwords.com/books/view/16817
117,School Violence & Workplace Violence: Risk Assessment,"Risk assessment for violence involves the investigation of five factors:  These factors are 1 ) precipitating events, 2) patterns of direct statements, 3) circumstances that increase the likelihood of violence, 4) signs of cumulative stress, and 5) indicators of lowered risks for violence. This article describes a risk assessment based on these factors.  For school violence and workplace violence",https://www.smashwords.com/books/view/10970
118,Prescription Drug Abuse: Protect Your Family,You need to know how to protect your family from the frightening and devastating effects of prescription drug abuse. “Prescription Drug Abuse: Protect Your Family” provides broad strokes suggestions and guidelines for detecting and preventing prescription drug abuse as well has pointing the way to recovery.,https://www.smashwords.com/books/view/10680
119,A Parents Guide To Meth Abuse,"A guide to educate parents on the signs and dangers of methamphetamine use.It covers a brief history of methamphetamine,prevention issues,emotional signs,physical signs and problems caused by prolonged abuse.It also covers things that should be watched for concerning manufacturing activities.Health problems faced from meth abuse are also examined.",https://www.smashwords.com/books/view/10187
120,The Developmental Psychology of Psychopathology,Psychopathology as the outcome of problems in early childhood development.,https://www.smashwords.com/books/view/8018
121,Narcissism Book of Quotes,The Narcissistic Personality Disorder (NPD) and relationships with abusive narcissists and psychopaths: the point of view and lessons of the victims.,https://www.smashwords.com/books/view/8016
122,Factors that Trigger Depression and Anxiety,"This eBook is an excellent Self-Help Guide for people suffering from psychiatric conditions such as depression and anxiety disorders.  This eBook has 11 separate articles on various psychiatric disorders.  The causes, symptoms, and treatments for mental health problems has been discussed at length.  Self-Healing techniques are provided to help people free themselves from stress.",https://www.smashwords.com/books/view/6125
123,Pandemic Influenza:  Mental Health Response,"A primer on pandemic influenza, for anyone who needs materials quickly. Chapters cover mental health principles, basic information on viruses, responses to public health information, risk management, quarantine, isolation, and other mental health considerations. This book is written primarily for health professionals, but anyone may benefit from reading it.",https://www.smashwords.com/books/view/2768
124,Disaster Strikes:  Just-In-Time Training,"First responders, mental health professionals, and primary care providers need quick, low-cost or no-cost training to provide aid at disasters.  This e-book provdes just that.  Chapters cover federal funding, basic clinical principles, mental health topics specific to disasters, risk management, coping skills and more. Individuals can view as many or as few chapters as they need.",https://www.smashwords.com/books/view/2767
125,When I Grow Up,"We all experience growing pains.  It can be beautiful and it can be happy, but at the same time, it's just what it is:

It's change.",https://www.smashwords.com/books/view/655
